"From"	"To"
"MASTL"	"uc009xkx.1"
"MASTL"	"uc001itm.2"
"MASTL"	"uc001itl.2"
"MASTL"	"uc008ioc.1"
"MASTL"	"uc008iob.1"
"MTHFD2"	"uc010yro.1"
"MTHFD2"	"uc002skk.2"
"MTHFD2"	"uc010yrp.1"
"MTHFD2"	"uc010ffb.2"
"MTHFD2"	"uc002skj.2"
"MTHFD2"	"uc009cne.1"
"NCAPG2"	"uc007pht.1"
"NCAPG2"	"uc007phu.1"
"NCAPG2"	"uc011kwe.1"
"NCAPG2"	"uc003wnw.1"
"NCAPG2"	"uc003wnx.1"
"NCAPG2"	"uc011kwc.1"
"NCAPG2"	"uc010lqu.1"
"NCAPG2"	"uc011kwd.1"
"NCAPG2"	"uc003wnv.1"
"NCAPH"	"uc008met.1"
"NCAPH"	"uc008mes.1"
"NCAPH"	"uc010fhu.1"
"NCAPH"	"uc010yun.1"
"NCAPH"	"uc010fhv.1"
"NCAPH"	"uc010yum.1"
"NCAPH"	"uc010fhw.1"
"NCAPH"	"uc002swa.1"
"NCAPH"	"uc002svz.1"
"NEIL3"	"uc009lsa.1"
"NEIL3"	"uc009lsb.1"
"NEIL3"	"uc003iut.2"
"NEIL3"	"uc010irs.2"
"NUF2"	"uc001gcp.2"
"NUF2"	"uc009wvc.1"
"NUF2"	"uc001gcr.1"
"NUF2"	"uc001gcq.1"
"NUF2"	"uc007dll.1"
"NUF2"	"uc007dlk.1"
"NUF2"	"uc007dlj.1"
"PRC1"	"uc009iaj.1"
"PRC1"	"uc009iak.1"
"PRC1"	"uc009iae.1"
"PRC1"	"uc009iaf.1"
"PRC1"	"uc009iah.1"
"PRC1"	"uc009iag.1"
"PRC1"	"uc009iai.1"
"PRC1"	"uc010uqs.1"
"PRC1"	"uc002bqo.2"
"PRC1"	"uc002bqm.2"
"PRC1"	"uc002bqn.2"
"PRC1"	"uc010uqt.1"
"PSAT1"	"uc008gwo.1"
"PSAT1"	"uc008gwp.1"
"PSAT1"	"uc008gwn.1"
"PSAT1"	"uc004ala.2"
"PSAT1"	"uc004alb.2"
"RTKN2"	"uc007fme.1"
"RTKN2"	"uc007fmd.1"
"RTKN2"	"uc001jlx.2"
"RTKN2"	"uc001jlv.2"
"RTKN2"	"uc001jlw.2"
"RTKN2"	"uc009xpf.1"
