"From"	"To"
"CD274"	"uc011lmb.1"
"CD274"	"uc003zje.2"
"CD274"	"uc003zjf.2"
"CD274"	"uc008hdi.1"
"CD37"	"uc002pnf.3"
"CD37"	"uc002pnc.2"
"CD37"	"uc002pne.2"
"CD37"	"uc010yam.1"
"CD37"	"uc010yan.1"
"CD37"	"uc002pnd.2"
"CD37"	"uc009guh.1"
"CD37"	"uc009guk.1"
"CD37"	"uc009guj.1"
"CD37"	"uc009gui.1"
"CD38"	"uc011bxc.1"
"CD38"	"uc003goj.1"
"CD38"	"uc003gol.1"
"CD38"	"uc008xic.1"
"CLEC17A"	"uc010dzo.1"
"CLEC17A"	"uc010xnu.1"
"CLEC17A"	"uc010xnt.1"
"CLEC17A"	"uc010dzn.1"
"CLEC17A"	"uc002mzh.1"
"CLEC9A"	"uc001qxa.2"
"CLEC9A"	"uc009efs.1"
"CLEC9A"	"uc009efr.1"
"CLECL1"	"uc001qwi.2"
"CLECL1"	"uc001qwj.2"
"FAIM3"	"uc010prz.1"
"FAIM3"	"uc010psa.1"
"FAIM3"	"uc010psb.1"
"FAIM3"	"uc001hey.2"
"FAIM3"	"uc007cmn.1"
"FAM65B"	"uc007pwd.1"
"FAM65B"	"uc007pwe.1"
"FAM65B"	"uc007pwc.1"
"FAM65B"	"uc007pwb.1"
"FAM65B"	"uc007pwa.1"
"FAM65B"	"uc011djt.1"
"FAM65B"	"uc003neo.1"
"FAM65B"	"uc011dju.1"
"FAM65B"	"uc011djs.1"
"FAM65B"	"uc003nep.2"
"GIMAP4"	"uc009bvk.1"
"GIMAP4"	"uc009bvl.1"
"GIMAP4"	"uc009bvi.1"
"GIMAP4"	"uc009bvj.1"
"GIMAP4"	"uc011kuv.1"
"GIMAP4"	"uc003whl.2"
"GIMAP4"	"uc011kuu.1"
"MAP4K1"	"uc002oiy.1"
"MAP4K1"	"uc010xug.1"
"MAP4K1"	"uc002oix.1"
"MAP4K1"	"uc002oiw.1"
"MAP4K1"	"uc009gam.1"
"MAP4K1"	"uc009gal.1"
"MAP4K1"	"uc009gan.1"
"PAX5"	"uc010mls.1"
"PAX5"	"uc011lpt.1"
"PAX5"	"uc011lqg.1"
"PAX5"	"uc011lqd.1"
"PAX5"	"uc011lpy.1"
"PAX5"	"uc010mlo.1"
"PAX5"	"uc011lpv.1"
"PAX5"	"uc010mlr.1"
"PAX5"	"uc011lqb.1"
"PAX5"	"uc011lpz.1"
"PAX5"	"uc010mlp.1"
"PAX5"	"uc011lpw.1"
"PAX5"	"uc011lqc.1"
"PAX5"	"uc011lpx.1"
"PAX5"	"uc011lqe.1"
"PAX5"	"uc003zzo.1"
"PAX5"	"uc010mlq.1"
"PAX5"	"uc011lpu.1"
"PAX5"	"uc011lqf.1"
"PAX5"	"uc011lqa.1"
"PAX5"	"uc008srx.1"
"TNFRSF17"	"uc010buy.2"
"TNFRSF17"	"uc002dbv.2"
"TNFRSF17"	"uc010buz.2"
"TNFRSF17"	"uc007yfh.1"
"TRAF3IP3"	"uc007eec.1"
"TRAF3IP3"	"uc001hhm.1"
"TRAF3IP3"	"uc001hho.2"
"TRAF3IP3"	"uc001hhl.2"
"TRAF3IP3"	"uc001hhn.2"
"TRAF3IP3"	"uc009xcr.2"
